5350528.42,4025,325,575,305,360
5350528.43,3510,330,325,250,240
5350528.44,1950,105,250,155,115
5350528.45,4535,415,675,280,385
5350528.46,5175,525,770,360,480
5350528.47,4310,325,620,265,410
5350528.48,5295,465,630,290,375
5350528.49,3345,255,340,275,155
5350529.01,3125,210,410,230,315
5350529.02,3600,250,465,315,480
5350530.01,4060,420,375,300,410
5350530.02,2620,175,440,270,180
5350531.01,3365,195,555,290,325
5350531.02,5575,430,615,450,495
5350532.01,3435,255,515,230,295
5350532.02,3640,385,430,310,385
5350540.01,4505,210,385,295,250
5350540.02,4740,175,315,215,270
5350550.01,3695,205,390,245,230
5350550.02,6305,345,540,420,395
5350560,5055,315,480,315,445
5350561,4825,335,595,255,380
5350562.02,5655,365,595,360,345
5350562.03,4030,235,495,270,400
5350562.04,3790,250,440,270,255
5350562.05,4535,300,405,270,350
5350562.06,2730,175,285,135,155
5350562.07,3765,305,375,255,365
5350562.08,3540,295,320,225,205
5350562.09,3270,195,385,260,175
5350562.11,2675,260,250,175,225
5350562.12,5150,370,640,280,335
5350562.13,900,50,115,70,75
5350562.14,3460,190,365,290,245
5350562.15,3075,260,345,240,260
5350563.01,5365,630,565,345,720
5350563.02,2725,230,200,140,310
5350564.01,2015,115,275,115,180
5350564.02,3850,340,430,285,350
5350570.01,2495,150,350,135,205
5350570.02,3080,145,255,155,130
5350571.01,3010,170,500,215,275
5350571.02,3285,150,330,155,325
5350572.01,5725,280,615,345,390
5350572.04,2700,220,300,175,255
5350572.05,5035,370,745,345,470
5350572.07,3870,235,505,295,290
5350572.08,4340,310,450,455,450
5350572.09,2800,270,385,185,245
5350572.1,2990,280,395,165,230
5350573.03,5165,310,565,350,410
5350573.05,4800,275,455,300,460
5350573.06,3670,255,300,295,200
5350573.07,4880,300,545,405,365
5350573.09,4600,285,500,385,400
5350573.1,2465,195,315,185,250
5350573.11,3785,325,480,285,320
5350574,5210,190,345,395,340
5350575.01,4990,345,495,340,490
5350575.02,3695,315,365,315,265
5350575.03,5320,490,565,435,415
5350575.04,5165,275,510,325,400
5350575.05,5520,320,650,445,485
5350575.07,2730,220,435,150,200
5350575.08,4715,335,565,390,335
5350576.04,3765,200,320,240,390
5350576.05,5670,465,630,475,440
5350576.06,5665,515,590,345,485
5350576.07,3815,300,525,245,245
5350576.09,3330,275,320,255,140
5350576.1,5505,400,655,330,460
5350576.16,5195,385,595,375,520
5350576.17,5335,485,610,335,425
5350576.18,8815,785,1070,695,840
5350576.2,5100,465,740,405,410
5350576.22,6075,575,860,480,445
5350576.24,6380,505,620,300,555
5350576.29,3180,300,320,170,205
5350576.3,11835,915,1265,730,975
5350576.31,2810,145,225,185,210
5350576.32,6875,480,770,485,450
5350576.33,2385,165,245,140,155
5350576.34,4505,420,465,300,310
5350576.35,9875,960,1115,700,1060
5350576.36,7710,710,905,475,775
5350576.37,9800,850,1360,695,825
5350576.38,10330,1025,1130,855,880
5350576.39,8480,590,1190,670,745
5350576.4,5495,555,890,310,470
5350576.41,5675,500,635,330,475
5350576.42,6620,585,715,515,560
5350576.43,4715,290,520,370,385
5350576.44,2005,125,250,165,150
5350576.45,2315,250,315,175,190
5350576.46,4200,420,670,290,305
5350576.47,2560,240,475,205,205
5350576.48,7935,615,1200,665,745
5350576.49,3490,290,315,200,365
5350576.5,4870,425,630,350,290
5350576.51,7140,565,890,385,615
5350585.02,4720,250,505,325,285
5350585.03,4260,270,330,240,275
5350585.05,5660,265,455,365,425
5350585.07,4705,190,470,310,365
5350585.08,2880,155,260,105,225
5350585.09,4610,330,425,280,315
5350585.1,3150,210,325,175,260
5350586.01,5195,250,520,375,340
5350586.02,2450,120,275,135,195
5350587.01,5010,290,535,375,330
5350587.02,4515,165,415,295,310
5350590,4105,255,275,245,320
5350591.01,3885,160,400,210,385
5350591.02,3815,215,320,295,215
5350592.01,5535,340,460,270,425
5350592.02,4640,240,430,360,350
5350593,6280,310,535,510,435
5350600.01,5105,330,580,315,435
5350600.02,5990,410,775,400,355
5350601,3120,180,380,195,205
5350602,3915,180,470,225,280
5350603,4150,100,335,225,305
5350604,2025,55,245,80,80
5350605,1930,50,235,95,175
5350606,4260,235,330,290,355
5350607,2650,115,195,150,200
5350608,2000,70,205,160,100
5350609,2265,140,175,120,205
5350610.02,6575,310,720,400,325
5350610.03,3720,90,210,165,320
5350610.04,2600,65,240,110,185
5350611,4065,165,315,220,305
5350612.03,5105,295,715,415,410
5350612.05,4860,250,615,390,380
5350612.07,6635,385,635,470,340
5350612.08,4440,275,630,305,280
5350612.11,4580,250,510,395,265
5350612.12,5440,360,675,375,270
5350612.13,3370,150,345,265,295
5350612.14,3640,140,485,235,350
5350612.15,4265,280,345,240,200
5350612.18,3085,180,400,175,220
5350612.19,2940,165,355,225,165
5350612.2,3295,165,425,215,235
5350612.21,4335,315,470,310,255
5350612.22,4195,240,500,230,280
5350612.23,3140,205,355,180,175
5350612.24,5230,300,665,350,265
5350612.25,4380,285,565,385,255
5350613.01,3535,250,335,215,220
5350613.03,3405,180,350,200,295
5350613.04,3905,225,525,280,350
5350614.01,2655,110,290,155,185
5350614.02,3370,100,445,250,190
5350615,320,0,20,35,20
5350620.01,5585,260,550,410,290
5350620.02,6460,380,550,355,460
5350620.04,17850,820,1955,845,850
5350620.05,3110,170,285,205,200
5350620.06,4015,110,335,195,160
5350620.07,3385,185,345,245,190
5350621,4510,155,390,310,285
5350622,5000,220,425,355,370
5350623,3030,110,135,180,270
5350624,4475,140,315,305,315
5350625,295,0,20,0,25
5350626,4915,310,360,390,300
5350630,2715,150,125,170,210
5350631.02,3205,190,300,230,150
5350631.03,3265,200,350,180,210
5350631.04,3335,225,255,215,240
5350632,3685,150,255,195,230
5350633,2515,90,215,140,120
5350634.01,3410,180,310,185,175
5350634.02,3105,140,255,205,165
5350635,4825,240,365,310,245
5350636,2105,40,155,145,185
5350637,5525,180,570,360,415
5350638,4855,240,340,360,310
5350639,3320,155,315,200,170
5350800.01,2180,90,245,80,145
5350800.02,4030,265,420,195,350
5350801.01,3255,115,320,170,195
5350801.02,4795,175,620,315,305
5350802.01,3380,205,310,235,265
5350802.02,4375,220,470,235,340
5350803.03,4545,255,555,315,330
5350803.04,4480,405,600,310,215
5350803.05,5285,410,670,310,275
5350803.06,4725,315,600,395,350
5350804.01,6100,410,850,270,395
5350804.05,5725,445,615,420,375
5350804.06,2690,170,240,160,210
5350804.07,2710,210,270,175,200
5350804.08,3250,265,385,245,230
5350804.1,4200,230,345,175,220
5350804.11,4555,285,495,300,360
5350804.12,2675,145,335,255,175
5350804.13,4255,380,455,445,255
5350805.02,4130,350,475,315,415
5350805.04,4930,300,525,280,310
5350805.05,4385,315,535,330,325
5350805.06,4650,435,460,405,455
5350805.08,8235,510,800,460,460
5350805.09,4425,380,540,305,305
5350805.1,5290,360,740,345,415
5350805.12,4875,360,580,370,320
5350805.13,8740,640,965,730,570
5350806,1475,95,125,100,95
5350807,1825,135,180,140,80
5350810.01,3320,100,275,220,330
5350810.02,2105,115,210,170,195
5350810.03,2725,145,190,135,185
5350810.04,4810,325,450,230,430
5350810.05,3285,180,270,235,215
5350811,2995,105,310,200,205
5350812,4930,320,490,340,440
5350820.01,4070,360,545,330,280
5350820.02,5280,345,660,400,290
5350820.03,3355,170,405,275,205
5350831.01,4635,235,390,395,270
5350831.02,5215,195,405,275,355
5350832,3170,115,370,230,280
